text,intent_label,clean_text
Why was I charged a fee on a cash withdrawal?,cash_withdrawal_charge,charge fee cash withdrawal
i withdraw cash from the ATM and was charged a fee,cash_withdrawal_charge,withdraw cash atm charge fee
"Why did I get charged a fee, I thought it was free?",cash_withdrawal_charge,get charge fee think free
"I have never been charged for making an ATM cash withdrawal before, but I am now being charged a fee to withdraw cash. What happened?",cash_withdrawal_charge,never charge make atm cash withdrawal charge fee withdraw cash happen
I withdrew cash and was charged. Why?,cash_withdrawal_charge,withdraw cash charge
Why do I have a charge for an ATM withdrawal? I thought these were free?,cash_withdrawal_charge,charge atm withdrawal think free
I got a strange fee when I used the ATM.,cash_withdrawal_charge,get strange fee use atm
I used my card the other day to get cash from an ATM and was charged an extra fee. I don't understand why I am being charged a fee all of a sudden. I thought it was free to withdraw from an ATM?,cash_withdrawal_charge,use card day get cash atm charge extra fee not understand charge fee sudden think free withdraw atm
Why was there a fee with my cash withdrawal?,cash_withdrawal_charge,fee cash withdrawal
what is this extra charge for a withdrawal?,cash_withdrawal_charge,extra charge withdrawal
Is there a charge for getting cash?,cash_withdrawal_charge,charge get cash
"Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge?",cash_withdrawal_charge,hello notice problem recent withdrawal bank atm machine make transaction upon receive fund machine fee assess withdrawal type transaction free charge
I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?,cash_withdrawal_charge,strange transaction account appear pertain cash withdrawal make outside nando leed fraud
Why did you charge me for taking out cash?,cash_withdrawal_charge,charge take cash
"The past few times I've been to the ATM, I was charged a withdrawal fee. Have your policies changed regarding fees?",cash_withdrawal_charge,past time atm charge withdrawal fee policy change regard fee
Why am i being charged for withdrawing cash funds?,cash_withdrawal_charge,charge withdraw cash fund
What is your policy on withdrawing cash from an ATM? There is a fee on my account that wasn't there before I paid for my groceries.,cash_withdrawal_charge,policy withdraw cash atm fee account not pay grocery
What is the extra fee I was charged when using an ATM?,cash_withdrawal_charge,extra fee charge use atm
Why am I charged whenever I withdraw cash?,cash_withdrawal_charge,charge whenever withdraw cash
Why did you charge me extra when I withdrew cash?,cash_withdrawal_charge,charge extra withdraw cash
I used an ATM and there was an extra charge.,cash_withdrawal_charge,use atm extra charge
"that fee should not be there, you charged my cash for an unnecessary thing.",cash_withdrawal_charge,fee charge cash unnecessary thing
Why was there an extra charge with the withdrawal of my money?,cash_withdrawal_charge,extra charge withdrawal money
Why did you charge a fee when I withdrew from an ATM?,cash_withdrawal_charge,charge fee withdraw atm
"Why is there now a charge for making cash withdrawals? I wanted some cash after I went to the grocery store, and there's a new fee!",cash_withdrawal_charge,charge make cash withdrawal want cash go grocery store new fee
Why am I being charged to withdrawal money?,cash_withdrawal_charge,charge withdrawal money
Why was I charged a fee for my withdrawal?,cash_withdrawal_charge,charge fee withdrawal
Why did withdrawing money cost me extra?,cash_withdrawal_charge,withdraw money cost extra
Why was I charged a fee for withdrawing money off my card?,cash_withdrawal_charge,charge fee withdraw money card
What is the fee for a cash withdrawal?,cash_withdrawal_charge,fee cash withdrawal
"I withdrew money and got a fee, please explain",cash_withdrawal_charge,withdraw money get fee please explain
I used my card to get cash then I was charged a fee that I shouldn't have been charged.,cash_withdrawal_charge,use card get cash charge fee not charge
I noticed a different charge while I was taking my money out.,cash_withdrawal_charge,notice different charge take money
Why was I charged a fee for withdrawing money?,cash_withdrawal_charge,charge fee withdraw money
Do cash withdrawals cost anything?,cash_withdrawal_charge,cash withdrawal cost anything
Why is there a fee for getting cash?,cash_withdrawal_charge,fee get cash
Are there any express fees if i want my new card faster?,card_about_to_expire,express fee want new card fast
Do I need to do something to get a new card once it expires?,card_about_to_expire,need something get new card expire
"I am overseas in China, can I get a replacement card?",card_about_to_expire,overseas china get replacement card
Can I get a new card with new expiration date in China?,card_about_to_expire,get new card new expiration date china
